Sen'Derrick,Marks,DT,2.22
Ra'Shede,Hageman,DT,2.21
Jonathan,Freeny,LB,2.2
Kapri,Bibbs,RB,2.2
Robert,Blanton,S,2.2
Demontre,Hurst,CB,2.2
Tanner,McEvoy,WR,2.19
Michael,Pierce,DT,2.19
Deonte,Thompson,WR,2.18
Andre,Roberts,WR,2.18
Corey,Lemonier,LB,2.17
Duron,Harmon,S,2.16
TJ,Carrie,CB,2.16
Robert,Golden,S,2.15
Vernon,Butler,DT,2.15
Robert,McClain,CB,2.14
Paul,Kruger,DE,2.13
Brandon,Williams,CB,2.12
Shaq,Lawson,LB,2.1
Glenn,Dorsey,DT,2.08
Haloti,Ngata,DT,2.08
Peyton,Barber,RB,2.07
Rey,Maualuga,LB,2.07
Abry,Jones,DT,2.07
Domata,Peko,DT,2.06
Dexter,McCoil,S,2.06
Seth,DeValve,TE,2.06
Charone,Peake,WR,2.04
LeShaun,Sims,CB,2.04
Courtney,Upshaw,LB,2.04
Cedric,Thornton,DT,2.04
Bennie,Fowler,WR,2.04
Demetrius,Harris,TE,2.02
Corey,Brown,WR,2.01
Josh,Mauro,DT,2
Michael,Hunter,CB,2
Jaylen,Watkins,S,2
Adrian,Peterson,RB,2
Asa,Jackson,CB,2
Kyle,Peko,NT,2
Crezdon,Butler,CB,2
Jordan,Phillips,DT,1.97
Anthony,Harris,S,1.97
Jace,Amaro,TE,1.97
Coty,Sensabaugh,CB,1.96
Chris,Jones,DT,1.96
Rakeem,Nunez-Roches,DE,1.95
Kyle,Love,DT,1.95
Chester,Rogers,WR,1.95
Rod,Streater,WR,1.94
Mychal,Rivera,TE,1.94
Ricky,Jean Francois,DE,1.94
Jordan,Taylor,WR,1.93
Andre,Holmes,WR,1.91
Walt,Powell,WR,1.91
Harry,Douglas,WR,1.91
Arthur,Moats,LB,1.91
Pat,Sims,DT,1.91
Roger,Lewis,WR,1.9
Brooks,Reed,DE,1.9
Deji,Olatoye,CB,1.9
Drew,Stanton,QB,1.88
Kendall,Reyes,DE,1.88
Lawrence,Guy,DE,1.88
Zach,Kerr,NT,1.88
Damien,Wilson,LB,1.88
Deiondre',Hall,CB,1.88
Johnson,Bademosi,CB,1.88
Eugene,Sims,DE,1.88
Crockett,Gillmore,TE,1.87
Wes,Horton,DE,1.86
Deon,Bush,S,1.86
Kenneth,Farrow,RB,1.86
Karl,Klug,DT,1.86
Kendall,Langford,DE,1.86
Kelcie,McCray,S,1.84
Sylvester,Williams,NT,1.84
Jack,Crawford,DE,1.84
Vinny,Curry,DE,1.84
Javien,Elliott,CB,1.83
Julian,Stanford,LB,1.83
Xavier,Grimble,TE,1.83
Eddie,Pleasant,S,1.82
Cassius,Marsh,DE,1.81
Letroy,Guion,DT,1.8
J.D.,McKissic,RB,1.8
Tom,Johnson,DT,1.79
Alterraun,Verner,CB,1.78
Sam,Acho,LB,1.78
D.J.,White,CB,1.77
Za'Darius,Smith,LB,1.77
Datone,Jones,DE,1.77
Mychal,Kendricks,LB,1.77
Winston,Guy,S,1.75
Morgan,Fox,DT,1.75
Lavar,Edwards,LB,1.75
Shamar,Stephen,DT,1.75
Ufomba,Kamalu,DE,1.75
Akeem,Ayers,LB,1.75
Lynden,Trail,LB,1.75
Benny,Cunningham,RB,1.75
Cardale,Jones,QB,1.74
Adolphus,Washington,DT,1.73
Khyri,Thornton,DT,1.73
Akeem,Hunt,RB,1.73
Demarcus,Lawrence,DE,1.72
Darren,Waller,TE,1.71
Mitch,Unrein,DE,1.69
Cecil,Shorts ,WR,1.69
Will,Sutton,DT,1.69
Cornelius,Washington,DE,1.67
James,Cowser,LB,1.67
Roy,Miller ,DT,1.67
Jordan,Norwood,WR,1.66
Corey,Moore,S,1.66
Will,Clarke,DE,1.66
Dan,Skuta,LB,1.65
Lance,Dunbar,RB,1.64
Jaelen,Strong,WR,1.64
Damion,Square,DT,1.64
Mike,Purcell,NT,1.63
Jerry,Attaochu,LB,1.63
Christian,Covington,DE,1.63
Damontre,Moore,DE,1.63
Doug,Middleton,S,1.63
Jeremy,Ross,WR,1.62
Donald,Butler,LB,1.61
Damiere,Byrd,WR,1.6
Ifeanyi,Momah,TE,1.6
John,Timu,LB,1.59
Braxton,Miller,WR,1.59
Jarius,Wright,WR,1.59
Paul,Worrilow,LB,1.58
Trevone,Boykin,QB,1.58
Ben,Koyack,TE,1.58
Jeff,Janis,WR,1.57
Tyrunn,Walker,DT,1.57
Margus,Hunt,DE,1.57
Earl,Mitchell,DT,1.56
Mack,Brown,RB,1.56
